"OriginalOrder","ID","Name","Grade","Value"
"186","2299","""Josh Hartnett""","4.49220945","3"
"201","4764","""John C. Reilly""","4.71222889","3"
"202","7404","""Sarah Silverman""","4.71222889","3"
"203","58737","""Jack McBrayer""","4.71222889","3"
"211","24264","""Craig Ferguson""","4.94878759","3"
"212","1100","""Arnold Schwarzenegger""","5.2","3"
"213","6408","""Nick Stahl""","4.35","3"
"214","6194","""Claire Danes""","4.35","3"
"229","3037","""Richard Dreyfuss""","4.70654","3"
"231","52851","""Paula Patton""","4.33677183","3"
"232","77700","""Travis Fimmel""","4.33677183","3"
"233","11107","""Ben Foster""","4.33677183","3"
"234","1223786","""Emilia Clarke""","4.40603537","3"
"235","5526","""Georgie Henley""","4.15686217","3"
"237","3967","""Kate Beckinsale""","4.49220945","3"
"243","1281","""Freddie Highmore""","4.74968763","3"
"244","1282","""David Kelly""","4.74968763","3"
"252","23626","""Liev Schreiber""","3.73062864","3"
"253","6413","""Danny Huston""","3.73062864","3"
"261","2524","""Tom Hardy""","5.32950503","3"
"281","1233","""Philip Seymour Hoffman""","3.97850012","3"
"282","10182","""Ving Rhames""","3.97850012","3"
"285","3234","""Joan Cusack""","4.97366869","3"
"291","8783","""Eric Bana""","4.97409852","3"
"293","10882","""Rosamund Pike""","4.31971116","3"
"299","17419","""Bryan Cranston""","5.21170825","3"
"302","9642","""Jude Law""","5.24028679","3"
"303","206","""Jim Carrey""","4.84572835","3"
"304","4939","""Tea Leoni""","3.68780809","3"
"305","3899","""Ken Watanabe""","4.56758981","3"
"306","7676","""William Atherton""","4.56758981","3"
"309","1749","""Leonard Nimoy""","3.85680446","3"
"317","2461","""Mel Gibson""","4.08247917","3"
"319","4517","""Joe Pesci""","4.76684675","3"
"322","51976","""D.J. Cotrona""","3.71876278","3"
"323","88995","""Adrianne Palicki""","3.71876278","3"
"327","1331","""Hugo Weaving""","3.70569774","3"
"335","2157","""Robin Williams""","5.04050219","3"
"343","93491","""Will Poulter""","5.32950503","3"
"347","18864","""Tom McGrath""","3.73552094","3"
"348","12098","""Chris Miller""","3.73552094","3"
"349","12097","""Christopher Knights""","3.73552094","3"
"351","12041","""Julia Stiles""","4.42824138","3"
"352","11064","""David Strathairn""","4.42824138","3"
"353","22226","""Paul Rudd""","5.19311965","3"
"354","3392","""Michael Douglas""","5.19311965","3"
"355","19034","""Evangeline Lilly""","5.19311965","3"
"356","5374","""Jim Parsons""","3.68871007","3"
"357","67773","""Steve Martin""","3.68871007","3"
"374","23659","""Will Ferrell""","4.69160692","3"
"379","44735","""Jesse Eisenberg""","5.00188435","3"
"380","41087","""Leslie Mann""","5.00188435","3"
"381","2387","""Patrick Stewart""","4.07711549","3"
"391","4730","""Emmy Rossum""","5.44272402","3"
"392","15336","""Dougray Scott""","5.46388105","3"
"393","9030","""Thandie Newton""","5.46388105","3"
"399","8170","""Eva Mendes""","3.6810042000000003","3"
"401","227454","""Alicia Vikander""","4.15484914","3"
"404","87722","""Noomi Rapace""","4.03170142","3"
"406","521","""Michael J. Fox""","5.49368315","3"
"413","192","""Morgan Freeman""","4.73226958","3"
"416","10696","""Famke Janssen""","4.15440673","3"
"422","21200","""Will Arnett""","4.772","3"
"425","2713","""Linda Hamilton""","5.2","3"
"432","109513","""Alexandra Daddario""","4.70490832","3"
"437","4937","""Vince Vaughn""","4.7820752","3"
"443","17286","""Lena Headey""","4.22610419","3"
"453","15033","""Justin Long""","3.83531464","3"
"454","18082","""Timothy Olyphant""","3.83531464","3"
"457","10127","""Jon Voight""","4.57696359","3"
"470","73421","""Joaquin Phoenix""","4.57640427","3"
"473","418","""Robert Patrick""","5.2","3"
"475","8944","""Jamie Lee Curtis""","3.78882411","3"
"476","74036","""Tom Arnold""","3.78882411","3"
"478","380","""Robert De Niro""","5.16642939","3"
"482","3416","""Demi Moore""","5.05","3"
"499","21007","""Jonah Hill""","3.92000694","3"
"543","1016168","""Lily James""","5.43514353","3"
"544","512991","""Richard Madden""","5.43514353","3"
"545","4038","""Susan Sarandon""","4.35","3"
"553","3905","""William H. Macy""","3.68780809","3"
"554","76792","""Freida Pinto""","4.82860185","3"
"555","12074","""John Lithgow""","4.82860185","3"
"574","53714","""Rachel McAdams""","5.24028679","3"
"580","11662","""Jason Lee""","4.43140005","3"
"583","19292","""Adam Sandler""","4.73226958","3"
"611","9994","""Helen Hunt""","4.94471524","3"
"612","2053","""Bill Paxton""","4.94471524","3"
"613","2130","""Cary Elwes""","4.94471524","3"
"614","38026","""Chris Noth""","4.29632142","3"
"615","328","""Brittany Murphy""","3.84335608","3"
"640","6355","""Roy Scheider""","4.70654","3"
"643","1204","""Julia Roberts""","4.63","3"
"665","4491","""Jennifer Aniston""","4.84572835","3"
"666","4492","""Philip Baker Hall""","4.84572835","3"
"667","4885","""Emmanuelle Beart""","4.57696359","3"
"668","51329","""Bradley Cooper""","5.42307423","3"
"669","27105","""Ed Helms""","4.59270619","3"
"677","2632","""Chris Rock""","5.32680671","3"
"679","212","""David Cross""","4.772","3"
"681","32895","""Kevin James""","3.6810042000000003","3"
"682","514","""Jack Nicholson""","4.61983149","3"
"696","227","""William Hurt""","4.15484914","3"
"701","62861","""Andy Samberg""","4.73226958","3"
"702","77948","""Selena Gomez""","4.73226958","3"
"756","738","""Sean Connery""","4.74171806","3"
"802","198","""Dan Castellaneta""","5.27068851","3"
"803","199","""Julie Kavner""","5.27068851","3"
"804","200","""Nancy Cartwright""","5.27068851","3"
"813","28042","""Rory Culkin""","4.08247917","3"
"814","3636","""Paul Newman""","4.61983149","3"
"815","5149","""Bonnie Hunt""","4.61983149","3"
"850","2224","""Christian Slater""","3.90493908","3"
"860","41088","""Jason Segel""","5.43513985","3"
"861","59919","""Russell Brand""","5.43513985","3"
"864","52139","""Seth MacFarlane""","5.49368315","3"
"874","5472","""Colin Firth""","4.14211549","3"
"878","3141","""Marisa Tomei""","3.74111707","3"
"880","35","""Sally Field""","4.41286195","3"
"887","190","""Clint Eastwood""","5.19311965","3"
"899","723","""Patrick Swayze""","5.05","3"
"901","1063","""Lea Thompson""","3.81109762","3"
"909","1533","""Andie MacDowell""","5.46388105","3"
"929","17287","""Dominic West""","4.22610419","3"
"930","10399","""Teri Polo""","5.16642939","3"
"935","1308445","""Carrie Coon""","3.69330363","3"
"979","9281","""Elizabeth Banks""","4.69160692","3"
"1017","23459","""Sienna Miller""","5.42307423","3"
"1018","59219","""Kyle Gallner""","5.42307423","3"
"1084","2876","""Matt Dillon""","3.69884651","3"
"1085","1062","""Christopher Lloyd""","3.81109762","3"
"1128","777","""Judge Reinhold""","4.33677183","3"
"1139","38405","""John Corbett""","3.68744044","3"
"1180","656","""Denholm Elliott""","4.74171806","3"
"1182","76788","""Dev Patel""","3.77910544","3"
"1188","2395","""Whoopi Goldberg""","5.05","3"
"1191","11825","""Maggie Grace""","3.76141306","3"
"1220","349","""Scott Glenn""","5.5","3"
"1253","1166","""Harris Yulin""","4.43140005","3"
"1273","1903","""Alan Arkin""","5.19311965","3"
"1274","6068","""Sela Ward""","3.6887576","3"
"1304","21029","""Billy Burke""","3.92616625","3"
"1380","11510","""Macaulay Culkin""","4.76684675","3"
"1413","351","""Judy Davis""","4.11348924","3"
"1425","1897","""Bernie Mac""","5.49368315","3"
"1455","519","""Martin Short""","3.71876278","3"
"1513","26847","""Adam West""","4.11348924","3"
"1514","35192","""Burt Ward""","4.11348924","3"
"1515","16108","""Lee Meriwether""","4.11348924","3"
"1538","2222","""Beau Bridges""","5.19311965","3"
"1612","9560","""Ellen Burstyn""","4.41306145","3"
"1641","650","""Karen Allen""","3.89925971","3"
"1672","7167","""Don Rickles""","3.73554033","3"
"1756","98","""Sarah Polley""","4.00062763","3"
"1795","15827","""Scott Weinger""","5.04050219","3"
"1796","15829","""Linda Larkin""","5.04050219","3"
"1838","150","""RZA""","3.83531464","3"
"1890","3124","""Valeria Golino""","4.128","3"
"1894","8851","""Whitney Houston""","4.1100674","3"
"1895","8852","""Michele Lamar Richards""","4.1100674","3"
"2049","7678","""Hart Bochner""","3.77910544","3"
"2127","652","""Paul Freeman""","3.89925971","3"
"2167","587","""Edward James Olmos""","4.71222889","3"
"2246","54645","""Nia Vardalos""","3.68744044","3"
"2304","677","""Moritz Bleibtreu""","3.68871007","3"
"2306","1581","""Mary McDonnell""","4.24208848","3"
"2307","6804","""Graham Greene""","4.24208848","3"
"2537","11511","""Daniel Stern""","4.76684675","3"
"2593","9626","""Rip Torn""","4.41818803","3"
"2636","75","""Brigitte Helm""","3.91081192","3"
"2668","6573","""William Sadler""","3.71353001","3"
"2670","72118","""Anil Kapoor""","3.77910544","3"
"2671","1208","""Ralph Bellamy""","4.63","3"
"2693","37366","""Linda Blair""","4.41306145","3"
"2733","680","""Corinna Harfouch""","4.24208848","3"
"2808","8606","""Robert Shaw""","4.70654","3"
"2935","1039","""Peter Boyle""","5.16642939","3"
"2967","246","""Gary Lockwood""","4.08247917","3"
"3649","53647","""Lainie Kazan""","3.68744044","3"
"3699","537","""Stephen Tobolowsky""","5.24028679","3"
"3788","5129","""Paul Reubens""","5.43514353","3"
"3860","11492","""Clark Gable""","4.00176459","3"
"3921","10538","""Vivien Leigh""","4.00176459","3"
"3922","8725","""Olivia de Havilland""","4.00176459","3"
"4806","982","""Sting""","4.00062763","3"
"5115","1084970","""Greg Speirs""","5.0013377","3"
"5116","942254","""Jim Lampley""","5.0013377","3"
"5117","163554","""Bill Walton""","5.0013377","3"
"5182","6286","""Helen Sjfholm""","4.73226958","3"
"5192","280","""Terry Gilliam""","4.08247917","3"
"5267","593","""Joanna Cassidy""","4.00062763","3"
"5578","32205","""Brendan Fletcher""","4.28","3"
"5579","65772","""Shaun Sipos""","4.28","3"
"5580","60650","""Michael Pare""","4.28","3"
