"OriginalOrder","ID","Name","Grade","Value"
"785","103554","""Isabel Lucas""","2.26904017","2"
"795","58224","""Jason Sudeikis""","3.49779543","2"
"796","54415","""Josh Gad""","3.49779543","2"
"798","9278","""Jennifer Garner""","2.31411584","2"
"808","2692","""Robert Sean Leonard""","2.35860116","2"
"812","17485","""Oliver Platt""","2.94456605","2"
"816","18514","""Asia Argento""","2.77448382","2"
"817","78798","""Tom Kenny""","3.11594032","2"
"818","34398","""Bill Fagerbakke""","3.11594032","2"
"819","70615","""Rodger Bumpass""","3.11594032","2"
"820","19119","""Melanie Laurent""","3.1913105","2"
"821","7673","""Bonnie Bedelia""","2.40031094","2"
"825","1125","""Ewen Bremner""","3.09208309","2"
"830","72985","""Ramfn Rodredguez""","2.02466756","2"
"831","149484","""Will Rothhaar""","2.02466756","2"
"832","3926","""Albert Finney""","2.56271286","2"
"834","71580","""Benedict Cumberbatch""","2.33555708","2"
"837","114019","""Luke Evans""","2.15529201","2"
"838","190895","""Sarah Gadon""","2.15529201","2"
"839","55470","""Dominic Cooper""","2.15529201","2"
"841","1920","""Winona Ryder""","2.15862692","2"
"846","21594","""Chris Klein""","2.87553595","2"
"859","3084","""Marlon Brando""","3.00218018","2"
"871","12640","""David Duchovny""","1.89198313","2"
"872","12214","""Gillian Anderson""","1.89198313","2"
"873","12644","""Mitch Pileggi""","1.89198313","2"
"876","84497","""Aaron Paul""","2.03277636","2"
"877","17606","""Imogen Poots""","2.03277636","2"
"883","57676","""Katie Sagona""","2.50821495","2"
"884","2453","""Mary Steenburgen""","3.17375031","2"
"888","12132","""Michael Rooker""","2.55000211","2"
"896","9827","""Rose Byrne""","2.88383523","2"
"902","7056","""Emma Thompson""","2.44931766","2"
"916","5470","""Kristin Scott Thomas""","1.86883563","2"
"918","17064","""Ben Whishaw""","2.59207227","2"
"922","10427","""Anne Archer""","3.20145693","2"
"931","58115","""Eric Dane""","2.44082376","2"
"932","61981","""Michael Clarke Duncan""","2.846","2"
"933","5367","""Zach Braff""","3.14432665","2"
"934","40347","""Dan Molina""","3.14432665","2"
"936","350","""Laura Linney""","2.64118201","2"
"937","11315","""Noah Emmerich""","2.64118201","2"
"940","3291","""Hugh Grant""","3.63889678","2"
"945","527393","""Dylan O'Brien""","3.48319861","2"
"946","115150","""Kaya Scodelario""","3.48319861","2"
"947","25663","""Thomas Brodie-Sangster""","3.11256926","2"
"951","28633","""Richard Jenkins""","2.18340595","2"
"953","82702","""Michael Jackson""","2.612","2"
"954","90778","""Orianthi""","2.612","2"
"955","65310","""Kenny Ortega""","2.612","2"
"972","33259","""Jennifer Love Hewitt""","2.00804534","2"
"984","8447","""Jeff Daniels""","2.47275374","2"
"990","14698","""Penelope Ann Miller""","2.01957688","2"
"1010","655","""John Rhys-Davies""","3.46079773","2"
"1012","21908","""Aaron Kwok""","1.93677158","2"
"1013","936431","""William Feng""","1.93677158","2"
"1016","11164","""Kelly Preston""","2.16614388","2"
"1024","16554","""Richard Crenna""","3.00400432","2"
"1025","2115","""Kurtwood Smith""","1.89015611","2"
"1027","3972","""Wentworth Miller""","3.00228084","2"
"1028","17303","""Ali Larter""","3.00228084","2"
"1035","49914","""Cameron Richardson""","3.61366633","2"
"1036","65529","""Irene Bedard""","3.46079773","2"
"1037","28010","""David Ogden Stiers""","3.46079773","2"
"1038","20006","""Christopher Reeve""","3.00218018","2"
"1039","20011","""Margot Kidder""","3.00218018","2"
"1042","21593","""Jason Biggs""","2.87553595","2"
"1043","21595","""Alyson Hannigan""","2.34989584","2"
"1045","14702","""Cathy Moriarty""","2.87928194","2"
"1046","20982","""Marton Csokas""","1.92330738","2"
"1047","56734","""Chloe Grace Moretz""","1.92330738","2"
"1049","6861","""Andre Braugher""","1.98685114","2"
"1051","69122","""Heather Graham""","3.10940086","2"
"1053","62564","""Madeline Carroll""","1.87361754","2"
"1059","12982","""Peter Capaldi""","2.59207227","2"
"1066","34485","""Lauren Holly""","2.47275374","2"
"1090","13309","""Oprah Winfrey""","3.20170008","2"
"1091","16484","""Joey Lauren Adams""","2.34801895","2"
"1100","4029","""Bob Gunton""","2.02292902","2"
"1101","518627","""Joel Courtney""","2.60095987","2"
"1102","518628","""Riley Griffiths""","2.60095987","2"
"1104","54697","""Dave Franco""","1.88441614","2"
"1105","82666","""Rhys Darby""","2.25990978","2"
"1106","39388","""Amy Ryan""","2.16972543","2"
"1107","1817","""Linda Cardellini""","2.42786137","2"
"1108","55466","""James Corden""","2.12902372","2"
"1113","33654","""Breckin Meyer""","2.00804534","2"
"1114","59233","""Scoot McNairy""","2.228096","2"
"1132","5589","""John Glover""","2.7291243","2"
"1153","5657","""Anjelica Huston""","1.91502426","2"
"1161","1925","""Vincent Cassel""","3.27803731","2"
"1179","16429","""Jacob Vargas""","2.07515725","2"
"1184","15758","""Queen Latifah""","3.06776732","2"
"1203","20212","""Dermot Mulroney""","2.99288605","2"
"1207","8872","""Rick Moranis""","3.41631208","2"
"1208","6736","""Pamela Anderson""","2.20673217","2"
"1209","35597","""Jenny McCarthy""","2.20673217","2"
"1210","35799","""Marny Eng""","2.20673217","2"
"1212","5823","""Julie Andrews""","2.86214286","2"
"1213","9880","""Sam Shepard""","1.95268056","2"
"1219","569","""Ethan Hawke""","3.09979994","2"
"1227","15886","""Julia Louis-Dreyfus""","3.63258859","2"
"1228","17265","""Hayden Panettiere""","3.63258859","2"
"1230","11159","""Cheech Marin""","2.01634991","2"
"1244","10730","""Rowan Atkinson""","2.29736344","2"
"1258","56128","""Kristy Swanson""","2.34801895","2"
"1276","16119","""Charles Napier""","3.00400432","2"
"1283","10478","""Jeanne Tripplehorn""","2.70248367","2"
"1284","29222","""Zac Efron""","2.6815740000000003","2"
"1286","60073","""Brie Larson""","2.01585328","2"
"1287","18022","""Gina McKee""","3.63889678","2"
"1288","8436","""Miranda Richardson""","2.24834564","2"
"1289","9191","""Timothy Spall""","2.24834564","2"
"1301","10669","""Timothy Dalton""","1.91185897","2"
"1306","2778","""Dennis Hopper""","3.50448145","2"
"1316","325","""Eminem""","2.15","2"
"1317","327","""Mekhi Phifer""","2.15","2"
"1332","57674","""Alexa PenaVega""","1.97011982","2"
"1333","17178","""Patrick Wilson""","3.20170008","2"
"1334","1330999","""Madison Wolfe""","3.20170008","2"
"1351","974317","""Kate Upton""","1.96781193","2"
"1352","94421","""Bobby Campo""","1.86167139","2"
"1353","94423","""Shantel VanSanten""","1.86167139","2"
"1354","84076","""Nick Zano""","1.86167139","2"
"1364","10670","""Maryam d'Abo""","1.91185897","2"
"1365","1924","""Jeroen Krabbe""","1.91185897","2"
"1407","11084","""Kelly McGillis""","3.56830601","2"
"1454","11514","""Catherine O'Hara""","3.58991681","2"
"1463","74409","""Eric Winter""","2.05298907","2"
"1512","13919","""Michael York""","3.10940086","2"
"1516","112560","""Quinton Aaron""","3.09208309","2"
"1518","1748","""William Shatner""","2.94456605","2"
"1522","1137","""Juliette Binoche""","2.31976425","2"
"1524","147","""Michael Madsen""","3.31926147","2"
"1530","1276","""Patricia Clarkson""","2.89317794","2"
"1541","417","""Ginnifer Goodwin""","3.45141403","2"
"1546","27888","""Rafal Julie""","1.91502426","2"
"1561","2048","""Gary Busey""","3.45141403","2"
"1571","658","""Alfred Molina""","2.67045765","2"
"1604","936","""Oliver Reed""","1.93677158","2"
"1611","1310760","""Ki Hong Lee""","3.48319861","2"
"1614","78346","""Yuria Nara""","1.87479518","2"
"1615","78347","""Hiroki Doi""","1.87479518","2"
"1616","78348","""George Tokoro""","1.87479518","2"
"1645","52792","""Maya Rudolph""","2.88383523","2"
"1663","10222","""Roger Moore""","2.10308099","2"
"1664","10475","""Lois Chiles""","2.10308099","2"
"1665","2369","""Michael Lonsdale""","2.10308099","2"
"1671","21403","""Thomas Ian Nicholas""","2.87553595","2"
"1677","3547","""Ian McNeice""","2.12385533","2"
"1678","4001","""Simon Callow""","2.12385533","2"
"1680","82193","""Jason Cope""","2.10819611","2"
"1681","97599","""Nathalie Boltt""","2.10819611","2"
"1688","84223","""Anna Kendrick""","2.87506194","2"
"1690","58136","""Christine Cavanaugh""","2.5413491","2"
"1691","6199","""Miriam Margolyes""","2.5413491","2"
"1692","52699","""Danny Mann""","2.5413491","2"
"1703","7317","""Peter Sallis""","1.92452832","2"
"1708","689","""Kate Capshaw""","3.33","2"
"1724","6734","""Ken Davitian""","2.61572744","2"
"1736","336","""Xzibit""","2.00804534","2"
"1766","12763","""Joseph Fiennes""","2.89317794","2"
"1785","352","""Dennis Haysbert""","1.86053725","2"
"1797","1371398","""O'Shea Jackson Jr.""","2.01634991","2"
"1798","1154054","""Corey Hawkins""","2.01634991","2"
"1799","1115984","""Jason Mitchell""","2.01634991","2"
"1800","690","""Jonathan Ke Quan""","3.33","2"
"1801","2140","""Monica Potter""","2.87553595","2"
"1812","10500","""Carole Bouquet""","1.95312802","2"
"1813","10501","""Chaim Topol""","1.95312802","2"
"1839","10342","""Maud Adams""","1.875","2"
"1840","10508","""Louis Jourdan""","1.875","2"
"1856","826","""Fairuza Balk""","2.25990978","2"
"1871","14699","""Pamela Reed""","2.01957688","2"
"1886","57147","""Paul Hogan""","3.28203506","2"
"1887","783","""Jonathan Banks""","1.87479518","2"
"1891","74308","""Christopher Carley""","2.69958228","2"
"1892","74309","""Bee Vang""","2.69958228","2"
"1923","1159","""Steven Bauer""","3.07166834","2"
"1939","16373","""Max Baldry""","2.29736344","2"
"1940","4286","""Emma de Caunes""","2.29736344","2"
"1944","2040","""Christopher Eccleston""","2.099","2"
"1954","57166","""Linda Kozlowski""","3.28203506","2"
"1969","216","""Josh Flitter""","3.20170008","2"
"1980","11824","""Tom Welling""","2.05703818","2"
"2027","2165","""Rosanna Arquette""","3.20170008","2"
"2041","778","""John Ashton""","3.16360478","2"
"2044","12670","""Takuya Kimura""","2.34710455","2"
"2045","20338","""Akihiro Miwa""","2.34710455","2"
"2046","19592","""Tatsuya Gashfbin""","2.34710455","2"
"2052","8607","""Lorraine Gary""","1.87884007","2"
"2062","19957","""Wendy Crewson""","1.89833357","2"
"2128","1650","""Franeois Truffaut""","3.03788635","2"
"2129","8437","""Teri Garr""","3.03788635","2"
"2135","8608","""Murray Hamilton""","1.87884007","2"
"2136","3127","""Lili Taylor""","3.18000141","2"
"2141","1267329","""Lupita Nyong'o""","1.87","2"
"2143","237455","""Sam Claflin""","2.07945075","2"
"2144","47627","""Janet McTeer""","2.07945075","2"
"2177","67600","""Ashley Tisdale""","2.529","2"
"2220","2155","""Thora Birch""","3.56296601","2"
"2261","67599","""Vanessa Hudgens""","2.529","2"
"2320","19587","""Rumi Hiiragi""","2.74925095","2"
"2321","19588","""Miyu Irino""","2.74925095","2"
"2322","19589","""Mari Natsuki""","2.74925095","2"
"2328","1247","""Matthew Goode""","2.33555708","2"
"2340","42168","""Nancy Fish""","3.51583407","2"
"2342","6735","""Luenell""","2.61572744","2"
"2426","20051","""Alakina Mann""","2.099","2"
"2511","4765","""Jason Robards""","2.0667843995","2"
"2538","26472","""Steve Guttenberg""","2.4","2"
"2539","12836","""Ted Danson""","2.4","2"
"2672","42841","""John Meillon""","2.3960621","2"
"2681","10458","""Barbara Bach""","1.85438673","2"
"2682","10459","""Curd Jucrgens""","1.85438673","2"
"2824","343","""Taryn Manning""","3.11594032","2"
"2842","1159982","""Ansel Elgort""","3.07166834","2"
"2843","232006","""Nat Wolff""","3.07166834","2"
"2924","400","""Geraldine Chaplin""","2.12385533","2"
"2966","245","""Keir Dullea""","3.17375031","2"
"3142","540","""Callum Keith Rennie""","1.84925486","2"
"3214","14103","""Mark Blum""","3.28203506","2"
"3256","7331","""Eleanor Parker""","2.86214286","2"
"3259","2050","""Noah Huntley""","2.7470334","2"
"3367","113","""Christopher Lee""","2.64118201","2"
"3438","82809","""Annabelle Wallis""","2.55273813","2"
"3439","94436","""Ward Horton""","2.55273813","2"
"3440","34842","""Tony Amendola""","2.55273813","2"
"3444","7430","""Elizabeth Pefa""","2.69958228","2"
"3599","90596","""Katie Featherston""","2.05703818","2"
"3600","118243","""Sprague Grayden""","2.05703818","2"
"3601","176748","""Lauren Bittner""","2.05703818","2"
"3638","1911","""Dick Anthony Williams""","3.1913105","2"
"3739","827","""Elliott Gould""","2.612","2"
"3757","526","""Lukas Haas""","2.5413491","2"
"3773","10726","""James Fleet""","2.54700832","2"
"3887","270","""Adriana Barraza""","2.42295562","2"
"3938","57628","""William Snape""","2.57850122","2"
"4072","828","""Guy Torry""","2.55273813","2"
"4107","209","""Jane Adams""","1.92330738","2"
"4130","5201","""Robert Stadlober""","2.09154322","2"
"4275","1115","""Stephen Graham""","2.01634991","2"
"4360","259","""Vanessa Bauche""","2.43843127","2"
"4621","5460","""Adriana Caselotti""","1.84925486","2"
"4622","288940","""Lucille La Verne""","1.84925486","2"
"4623","540747","""Harry Stockwell""","1.84925486","2"
"4640","974","""Dexter Fletcher""","1.96781193","2"
"4641","975","""Nick Moran""","2.10819611","2"
"4928","30161","""Donnie Dunagan""","2.6744715","2"
"4929","31704","""Peter Behn""","2.6744715","2"
"4930","31703","""Stan Alexander""","2.6744715","2"
"5039","26853","""Michael C. Williams""","2.48","2"
"5040","26851","""Heather Donahue""","2.48","2"
"5041","26852","""Joshua Leonard""","2.48","2"
"5188","90597","""Micah Sloat""","1.933558","2"
"5189","90598","""Mark Fredrichs""","1.933558","2"
"5205","237","""Aidan Devine""","2.07945075","2"
