,Actual,Predicted_RF,Predicted_DT,Predicted_KNN,Predicted_Linear
0,1.7536336447611955,0.4504102803391497,0.746036984495874,0.6054870765569532,0.8602807108571575
1,-0.06584675046734327,-0.24756160361759666,-0.1977254484464662,-0.23243467245451824,-0.0022497987911996595
2,-0.4511998345292955,-0.4648324806762779,-0.4692904934854673,-0.47303096548154155,-0.5641379611119991
3,-0.5624973549906206,-0.5226574499206351,-0.5225213319742561,-0.5285243408228537,-0.6216770876368044
4,-0.456501751229778,-0.4796949106658782,-0.48208378861230294,-0.3457328377944362,-0.44454705862861515
5,-0.4210316505806269,-0.41795149993910613,-0.41952794331334714,-0.4085488706423369,-0.4410896215364333
6,0.5089424514094465,-0.19939226274500732,-0.4727413935079408,-0.37562161229824587,0.009033023879297736
7,-0.09023664436110022,0.39087798894680126,0.7029661160902791,0.447104646552231,0.41083352906434234
8,-0.5435149308080497,-0.5444644269122051,-0.5436937839863691,-0.5302343813545906,-0.616442981968063
9,-0.454790214033685,-0.26018785270105765,-0.22293670357049075,-0.3263687099938686,-0.1526054023599611
10,-0.469599934856047,-0.42233529400514996,-0.3612244165152205,-0.32903473357734375,-0.3251865172465342
11,-0.17847006264686915,1.022426803402154,1.0101242592571293,0.5905424874225502,1.0111705193818172
12,0.010785337950663137,-0.12636458437109438,0.04026641565184937,-0.2533389489995739,-0.009009974819171079
13,-0.5560862148847149,-0.4944140975766553,-0.3361066065821941,-0.43817862706865146,-0.4092735811954205
14,-0.30397489397278493,-0.3270144769273262,-0.46117681229526536,-0.3643098646505997,-0.5871658397388118
15,-0.5624973549906206,-0.562619870401368,-0.5594970723914903,-0.5563456273873508,-0.6847540258975328
16,-0.5610933153074272,-0.5480282796318563,-0.5234038702878149,-0.5446570175867296,-0.6991047497292133
17,-0.34626038275607945,0.7921287939666246,0.7243514468803617,0.7508662996866287,0.6394024809077548
18,0.6380639863810267,0.3788582917969454,0.23806773650552374,0.4228852447517868,0.3392188716083446
19,-0.5318222101380775,-0.13058910498050216,0.02056750681337491,-0.1519992006702434,-0.29754345555254563
20,-0.3313092385941213,-0.365041215409787,-0.39446279395088907,-0.30491049751978455,-0.04296030763791063
21,-0.5163873133994282,-0.5182587029690717,-0.5292832511999164,-0.49020133905972996,-0.32604760637720315
22,1.2899872368904148,0.9196931871822492,0.4012035432532862,1.1221925785614495,1.294788449666536
23,0.9342198975207899,0.055023033866218096,0.8853524373923277,0.0878832697060778,-0.006278221643765886
24,-0.20951575857525334,-0.29898462185255004,-0.20973581347972511,-0.29423355763796394,-0.1930618180033245
25,1.0109704830413737,1.7539283959017817,1.6547880906480246,1.7801909484283003,2.1319078118377863
26,-0.5567273288953055,-0.5317852329492004,-0.5332474065836204,-0.5521110817440009,-0.5928849848734266
27,1.1082264847212466,0.6120910903478736,0.06755289341892702,0.591621464256209,1.048274759190352
28,-0.5419817066517223,-0.5398827380350779,-0.5426638994014275,-0.5496974024876258,-0.6822516124778188
29,-0.5519519398983007,-0.5393743750523304,-0.5554116090782112,-0.5000604365604748,-0.4351131922978685
30,-0.43687817456977585,-0.43899933807069064,-0.23819855402097148,-0.4116689559086065,-0.33409124744011814
31,0.376079266082678,-0.045461481915910845,-0.5253127423763675,-0.22251892512628085,-0.24183500542271344
32,-0.5349359341978732,-0.5352908670725125,-0.5324061457545195,-0.537028060124326,-0.6465436021208433
33,-0.5570799416011303,-0.5570203673707292,-0.5567319413544373,-0.5578918016287644,-0.7136684125422252
34,-0.3168634589621513,-0.06077239343440302,0.3698918606619601,0.0015245172908900258,0.043426864345076255
35,-0.48028130458545265,-0.4336884960641122,-0.4914476376811523,-0.45502342723814415,-0.14364392236817058
36,0.5778984625452317,0.3058180604053623,0.09433787385572842,0.3665355368842463,0.6206390972050979
37,-0.5510214142010494,-0.4877060841187874,-0.5629534178531943,-0.4784445332759197,-0.5922849186255039
38,-0.560864411961086,-0.462897056010874,0.050230584814706325,-0.4563275162874156,-0.43911155091036935
39,-0.4835505757264978,-0.512273018319078,-0.5438954319733352,-0.5537283981766731,-0.6997921453603466
40,-0.20247887196159092,-0.28168720422197424,-0.3281465641973891,-0.3239964812902176,-0.4364286740046294
41,0.035502706469889636,-0.07620706998244532,-0.15878231688554703,-0.04872187489786745,0.15740487271830328
42,-0.35067573494701676,-0.2097389205436788,-0.31805916315234034,-0.08432003689330572,0.32850734645994484
43,1.3561650830395473,1.457518637560811,0.9854921923308275,2.0582067785398532,2.5070832851145832
44,-0.18103451868923143,-0.3595401286840863,-0.14374871477659343,-0.38970392330454456,-0.4298489897723677
45,-0.17957708703123607,-0.3295585274406953,-0.4659275696919832,-0.3635826808644156,-0.36581633678897213
46,1.4061511396602677,0.36470189939099995,0.6664317243584907,0.48137331167256353,0.08450486884553633
47,1.791513135206967,0.758858237546874,0.715740436700005,1.3559714749032956,0.8770496986480567
48,-0.13473944518344252,-0.25641896012185167,-0.3018828732420418,-0.3016190452854367,-0.47403635492523893
49,-0.5626659295085653,-0.5002899147870992,-0.30667932443707946,-0.4009077795544041,-0.10302025362144938
50,0.6002708219367809,0.31360653494029217,1.7332437413187642,0.4481484087072435,1.0681682060905149
51,-0.35488277637363286,-0.16076487369023337,-0.2965063463643152,-0.16202960555469656,-0.2096697926456664
52,0.20151491610414735,0.14509192611070332,0.4012035432532862,0.30109204233244113,0.8541382598529216
53,1.2585171106647393,2.7605852324254103,4.805111295606405,3.258037559204945,3.6174328103752575
54,-0.4935854012096432,-0.25445677217155205,-0.11900342146811227,-0.2817307357452424,-0.48050815797092167
55,-0.5116834791371456,-0.46740408550079016,-0.3655638853833409,-0.44637053465711085,-0.5052383268819204
56,-0.50543820804806,-0.507466344291602,-0.5067479847382762,-0.5435808415013177,-0.6624667375272655
57,1.0798526506654191,0.5602699911099441,0.0861458937319701,0.6350766347546573,0.6811617605331095
58,1.8596989760818299,0.688260678253137,-0.33430615809232744,0.5022350269327296,0.8841392685632352
59,-0.518143876032485,-0.47184567991021376,-0.49971084595310283,-0.49391499958469876,-0.5273509148777848
60,-0.5624973549906206,-0.562649751973808,-0.5625701699324912,-0.5622230147846365,-0.726533303748848
61,-0.28036210719354504,-0.3948946242410095,-0.2867756348080262,-0.4361152459030546,-0.48217948863574206
62,-0.42741102348730786,-0.4293215895785884,-0.41952794331334714,-0.3463204071779248,-0.43356731031346046
63,-0.5564313522011762,-0.5565325842654066,-0.5562637970545083,-0.5489983470822054,-0.6106992261609214
64,-0.1500184037612958,-0.21002362488758083,-0.1489818698623933,-0.2686954608339255,0.07309877438445839
65,-0.45142768644865944,-0.47679703636369575,-0.4587397253048638,-0.4924129460465815,-0.6628788634840941
66,0.1806791018395002,-0.039425876500125835,-0.23012461848015137,-0.021364842613394386,-0.1628748842549589
67,-0.36935442495593024,-0.40341294439497377,-0.43079306530058786,-0.43548495392360187,-0.5135773254531069
68,-0.5630410324938816,-0.5624270778842129,-0.562948951692718,-0.5544640032777284,-0.6887276822115298
69,-0.5628404279199678,-0.5625456804953557,-0.562948951692718,-0.5441597385028645,-0.6228977202188912
70,-0.4136181543637233,-0.4150042247794795,-0.4126618911445168,-0.4702472968878418,-0.45025522934524026
71,-0.25667706686531155,-0.2885532506378753,-0.5298005404505015,-0.43578103423416303,-0.4813635181126738
72,0.8415657609198152,0.6621511681458482,0.42051097804647924,0.6654352184917973,0.7841047344446844
73,-0.4009171472781552,-0.33336111622753717,-0.40122055448366717,-0.2435643114891315,0.5195885337279049
74,1.1301603221295522,0.3268710325405464,0.05988484288411843,0.18689666914686653,0.45174649677075635
75,0.9434126774512854,0.5938046396286099,1.1604089124603822,0.7423798158740322,0.3488823858501367
76,-0.35977609188174564,-0.002471553064259214,-0.11988402025914278,0.05073295783850986,0.2680701433623048
77,0.6024950836517036,0.3083765990188333,0.13969236579100988,0.0705759937046655,-0.2578239318629881
78,0.05272115033030134,-0.11501569250388789,-0.15802629440805327,-0.06899468487140806,-0.33021886810294887
79,1.1560561928341866,0.7340874466560272,0.7438439578555474,0.5468048443634755,0.06634684639364592
80,-0.17685848794730752,-0.17228014639961672,-0.007199245395298726,-0.1839268644876794,-0.06999391776248103
81,-0.4669190460982214,-0.10623656112173341,-0.21494559354869885,-0.10318244861009915,-0.29742428462877374
82,-0.4457046475991805,-0.07330220156976837,-0.12535150098935155,-0.06939587245601445,-0.02867841403562751
83,-0.5630264086833001,-0.41394060175779024,-0.35447974005087507,-0.38884475913629496,-0.24651435082402226
84,-0.35332136884539994,-0.44967568606891845,-0.3623866066231521,-0.4555108654175102,-0.5646326298933791
85,0.5519549506584706,-0.02337101732021192,-0.25485551771057136,0.36349906461490084,0.18608755078400058
86,0.48153048711484786,0.49345080082234705,0.6486670953231596,0.3167996357103878,0.3751697481230305
87,-0.37465094988758363,1.1641152072905439,0.8065097173432636,0.8339796543381824,1.3235412043047161
88,-0.5126730386124921,-0.5161961926587311,-0.5152380936385157,-0.5360597701154848,-0.6823999508450198
89,-0.5630629842376043,-0.5618453000644414,-0.5621688941809523,-0.5431866260642104,-0.6538190613825359
90,-0.5424872122267927,1.0189975404582348,0.8065097173432636,1.2823096348264007,0.11438664975740277
91,-0.3102916043960708,-0.35413909023150775,-0.31099050414948254,-0.33040495660381497,-0.43930311637030406
92,-0.44902017511608966,-0.43396392896179165,-0.4708964904931368,-0.2894727424267189,-0.04472157610320719
93,-0.4772166770365881,-0.48401510802998243,-0.4692904934854673,-0.5247178240697534,-0.6202852335774656
94,-0.5176193742492807,-0.38353540556515564,-0.4837564169196501,-0.43426916101861673,-0.4435692726423793
95,6.6413609659454425,5.74085398783149,5.467779422889451,5.572908343180155,3.6571863661055968
96,-0.4945392698680202,0.41851527029052965,0.14611494497364957,0.3680490879898594,-0.061214214805569725
